,question,num_texte
310,Sur quel portail un praticien relevant du régime PAM-C doit-il réaliser sa déclaration unique pour 2023 ?,30
532,Que se passe-t-il si l’un des conjoints a déjà bénéficié d’une avance sur crédit ou réduction d’impôt l’année du mariage ?,49
805,Quel est le régime d'enregistrement applicable à la cession de biens meubles autres que parts sociales réalisée par acte sous seing privé ?,73
806,Quels modes de dépôt d'acte sont acceptés pour l'enregistrement auprès du service compétent ?,73
1329,La TSBCS est-elle due pour seulement une partie de l'année en cas de cession ou de changement d'affectation des locaux ?,103
302,Quelles catégories d’activités relèvent de cette déclaration fiscale et sociale unifiée ?,29
1060,Comment est calculée la plus-value imposable lors d'une cession de valeurs mobilières ?,87
1186,Quelle démarche administrative est obligatoire pour qu'un bien loué soit qualifié de « meublé de tourisme » ?,93
362,"Quel est le nombre standard de prélèvements mensuels réalisés pour le paiement de l'impôt, de janvier à octobre ?",36
211,Les charges foncières relatives à un monument historique dont le propriétaire conserve la jouissance sont à déclarer à quel endroit pour être déduites du revenu global ?,20
695,Quels critères permettent de déterminer les revenus imposables en France ?,66
266,Un concubin doit-il être inclus dans la composition du foyer fiscal pour l’IFI ?,25
178,Dans quelle situation un non-résident peut-il déduire certaines charges de son revenu global en France ?,17
1159,"Quel est le plafond annuel de déduction du déficit foncier pour un associé, en l'absence de dispositifs particuliers ?",92
565,"Que se passe-t-il si un contribuable, malgré l’existence d’un accès internet à son domicile, estime ne pas pouvoir déclarer ses revenus en ligne ?",53
840,Quel est l'âge maximum d'un immeuble pour qu'il soit considéré comme neuf ?,76
390,Quel type de document est considéré comme une relance permettant de régler un impôt en ligne sous certaines conditions ?,38
746,Quels types de personnes à charge sont pris en compte pour l'abattement obligatoire pour charges de famille ?,69
1332,Comment est calculé le montant de la TSBCS ?,103
337,Quel est le délai maximal pour qu’un changement de compte bancaire soit pris en compte pour le prélèvement d’acompte du mois suivant ?,33
671,Quel est le mécanisme du quotient pour l'imposition des pensions de retraite versées en capital ?,63
204,Quel est le rôle principal du Pereco dans l'épargne retraite ?,19
1013,Quel type de donation peut être formalisé par une simple déclaration et ne nécessite pas l'intervention d'un notaire ?,85
1244,Quelle spécificité fiscale concerne particulièrement les SCI qui donnent des logements en location meublée ?,96
1133,Quelle condition relative à la mise en copropriété doit être respectée pour bénéficier du régime dérogatoire sur le déficit foncier des monuments historiques ?,91
491,"Pour s’acquitter d’un forfait de post-stationnement, quelle est la particularité du paiement chez un buraliste agréé ?",44
798,Quel est le délai imparti pour l'enregistrement d'un acte portant sur la cession de titres ?,73
111,Quelles sont les dépenses susceptibles d’être cumulées avec l’application du barème kilométrique pour le calcul des frais de transport ?,10
145,Quels types de revenus sont imposés dans la catégorie des revenus de capitaux mobiliers ?,14
669,"Quelles conditions doivent être réunies pour opter pour l'imposition forfaitaire au taux de 7,5% sur une prestation de retraite versée en capital ?",63
1241,Les déficits générés par une SCI soumise à l'impôt sur les sociétés peuvent-ils être déduits des revenus des associés ?,96
644,Quelle précaution doit être prise concernant le montant pré-rempli sur la déclaration de revenus ?,61
1226,Quel taux de TVA est en principe applicable aux prestations relatives à la fourniture de logement en meublé ou garni imposable ?,95
1011,Quel est le numéro de l'imprimé spécifique utilisé pour la révélation de don manuel d'une valeur supérieure à 15 000 € ?,84
1252,Quels types de travaux sont exclus des taux réduits de TVA et donc soumis au taux normal de 20 % ?,97
198,Dans quel cas un travailleur indépendant peut-il opter pour la déduction de ses cotisations d’épargne retraite sur son revenu professionnel plutôt que sur le revenu global ?,19
1296,Que réalise le dispositif de planchonnement dans le cadre de la révision des valeurs locatives ?,100
320,Comment le chef d’exploitation agricole transmet-il les éléments nécessaires au calcul de ses cotisations sociales personnelles ?,31
860,"Si l'identité du vendeur (nom, prénom, date et lieu de naissance) est inconnue, quel service peut fournir les références cadastrales nécessaires ?",77
31,"Si un jeune contribuable de 19 ans n’a pas reçu de courrier d’activation, à qui doit-il s’adresser pour obtenir ses identifiants et créer son espace en ligne ?",2
259,Dans quelles circonstances des époux sont-ils imposés séparément à l’IFI ?,25
65,Comment sont traités fiscalement les enfants handicapés majeurs qui n'ont pas fondé de foyer distinct ?,5
1228,"Les locations meublées d'habitation sont exonérées de TVA, sauf dans quels cas ?",95
1322,Quel est l'objectif de déposer la déclaration n°6660-REV ?,102
1302,Qui est responsable de la détermination des paramètres départementaux d'évaluation des locaux professionnels ?,100
1236,Quelle comptabilité doit tenir une SCI qui exerce une activité de location meublée ?,96
524,La taxe d’habitation est supprimée pour les résidences principales. Dans quel cas cette taxe demeure-t-elle due ?,48
1247,Quel outil de transmission est recommandé pour la déclaration de résultat d'une SCI dont le chiffre d'affaires n'excède pas 236 000 € ?,96
335,Comment l’administration fiscale prélève-t-elle les acomptes relatifs à des revenus tels que les revenus fonciers ou les bénéfices indépendants ?,33
1046,Quel avantage fiscal spécifique est offert par l'option pour le barème progressif concernant les dividendes ?,86
1352,À quelles conditions s'applique le droit à l’erreur en matière fiscale ?,105
688,Comment est défini le centre des intérêts économiques pour établir la domiciliation fiscale en France ?,65
893,Comment se calcule l'abattement pour durée de détention au titre de l'impôt sur le revenu ?,79
257,Dans quel cas un enfant mineur est-il inclus dans le patrimoine à déclarer pour l'IFI ?,25
439,"Quel document doit impérativement être consulté pour connaître le solde définitif d’impôt, une fois la période de déclaration terminée ?",40
926,"Dans quelle situation, sans condition de délai, peut s'appliquer l'exonération particulière pour une résidence en France pour un non-résident ?",81
975,Quel taux d'exonération est applicable aux propriétés non bâties situées dans certains espaces naturels ?,83
12,Dans quelle hypothèse deux époux peuvent-ils déposer des déclarations distinctes même s’ils ne sont pas divorcés ?,1
1242,Quel est le délai de dépôt de la déclaration de la SCI lorsque l'exercice comptable concorde avec l'année civile ?,96
170,Quelle est la durée de l’option pour l’imposition de droits d’auteur dans la catégorie BNC lorsqu’un auteur la formule ?,16
23,Comment un usager peut-il récupérer ses identifiants en cas d’oubli de son mot de passe ou de son numéro fiscal pour accéder à la déclaration en ligne ?,2
1084,Quel est l'objectif principal d'un plan d'épargne en actions (PEA) ?,88
903,"En l'absence de justificatifs, quels montants forfaitaires peuvent être déduits du prix d'achat pour majorer le prix d'acquisition, selon la durée de détention ?",79
654,"En cas de mise à la retraite par l'employeur, comment est déterminée la fraction exonérée des indemnités ?",62
197,"Dans le cadre d’un plan d’épargne retraite d’entreprise obligatoire (Pero), comment sont imposés les droits issus des versements obligatoires de l’entreprise et du salarié ?",19
66,Quelle option dispose le contribuable s'il ne souhaite pas compter un enfant handicapé majeur à sa charge ?,5
1022,Quel montant fixe est appliqué lors de l'enregistrement de l'acte notarié pour une donation entre époux ?,85
1293,Comment est composée la CDVLLP et qui en assure la présidence ?,100
1413,Que fait le médiateur dès réception de votre demande de médiation ?,111
745,Quelle condition active l'abattement obligatoire pour charges de famille en matière de taxe d'habitation ?,69
1203,Quel critère distingue principalement un loueur en meublé professionnel d'un loueur non professionnel ?,94
56,Que se passe-t-il fiscalement une fois que vos enfants deviennent majeurs ?,5
1026,Les abattements et réductions disponibles pour la donation-partage sont-ils cumulables avec ceux utilisés lors d'une donation antérieure de moins de 15 ans ?,85
62,Quels avantages fiscaux le rattachement d’un enfant majeur apporte-t-il au parent bénéficiaire ?,5
